流水,華語,台語,台羅,備存對照
15955,率真,土直,thóo-ti̍t,376
15956,現,現,hiàn,7600
15957,現,現,hiān,7601
15958,現今,現此時,hiān-tshú-sî,7613
15959,現今,現今,hiān-kim,50466
15960,現代,現代,hiān-tāi,7610
15961,現任,現任,hiān-jīm/hiān-līm,50529
15962,現在,今,tann,581
15963,現在,目前,bo̍k-tsiân,1926
15964,現在,現此時,hiān-tshú-sî,7613
15965,現在,這站,tsit-tsām,7975
15966,現在,這陣,tsit-tsūn,7981
15967,現在,這馬,tsit-má,7982
15968,現成,便便,piān-piān,4693
15969,現成,現成,hiān-sîng,51227
15970,現有,現有,hiān-iú,51554
15971,現身,現身,hiàn-sin,51863
15972,現況,現況,hiān-hóng,51080
15973,現狀,現狀,hiān-tsōng,52223
15974,現金,手面,tshiú-bīn,1014
15975,現金,現金,hiān-kim,7621
15976,現捕海鮮,現流仔,hiān-lâu-á,7622
15977,現時,眼前,gán-tsiân,7684
15978,現場,現場,hiān-tiûnn,7633
15979,現款,現金,hiān-kim,7621
15980,現象,現象,hiān-siōng,7637
15981,現實,現實,hiān-si̍t,7640
15982,球,球,kiû,7602
15983,球友,球友,kiû-iú,53699
15984,球技,球技,kiû-ki,53700
15985,球季,球季,kiû-kuì,51152
15986,球拍,球桮,kiû-pue,7630
15987,球員,球員,kiû-uân,50079
15988,球迷,球迷,kiû-bê,50273
15989,球桿,球箠,kiû-tshuê/kiû-tshê,7642
15990,球場,球場,kiû-tiûnn,7634
15991,球棍,球桮,kiû-pue,7630
15992,球隊,球隊,kiû-tuī,50118
15993,球團,球團,kiû-thuân,50503
15994,球鞋,球鞋,kiû-ê/kiû-uê,7645
15995,球賽,球賽,kiû-sài,7647
15996,球類,球類,kiû-luī,53701
15997,理,理,lí,7652
15998,理工,理工,lí-kang,52221
15999,理化,理化,lí-huà,52222
16000,理由,道理,tō-lí,10244
16001,理由,理由,lí-iû,50289
16002,理事,理事,lí-sū,7681
16003,理念,理念,lí-liām,50487
16004,理性,理性,lí-sìng,50745
16005,理所當然,應該然,ing-kai-jiân/ing-kai-liân,12210
16006,理所當然,理所當然,lí-sóo-tong-jiân/lí-sóo-tong-liân,52029
16007,理財,理財,lí-tsâi,7690
16008,理智,理智,lí-tì,51695
16009,理想,理想,lí-sióng,50150
16010,理會,管待,kuán-thāi,10750
16011,理睬,插潲,tshap-siâu,8421
16012,理解,理解,lí-kái,7698
16013,理監事,理監事,lí-kàm-sū,54381
16014,理論,理論,lí-lūn,7705
16015,理髮,剃頭,thì-thâu,4774
16016,理髮,攄頭毛,lu-thâu-mn̂g,12539
16017,理髮店,剃頭店,thì-thâu-tiàm,4776
16018,理髮店,電頭鬃店,tiān-thâu-tsang-tiàm,10376
16019,瓠瓜,葫蘆,hôo-lôo,10018
16020,瓶,矸,kan,4392
16021,瓶,瓶,pân,7653
16022,瓶子,矸仔,kan-á,4399
16023,瓶塞,酒矸窒仔,tsiú-kan-that-á,6858
16024,瓷,瓷,huî,7654
16025,瓷器店,瓷仔店,huî-á-tiàm,7673
16026,瓷磚,花磚,hue-tsng,4486
16027,甜,甜,tinn,7655
16028,甜,甜粅粅,tinn-but-but,7688
16029,甜瓜,芳瓜,phang-kue,4450
16030,甜瓜,甜瓜,tinn-kue,7675
16031,甜年糕,甜粿,tinn-kué/tinn-ké,7701
16032,甜言蜜語,甜言蜜語,tinn-giân-bi̍t-gí/tinn-giân-bi̍t-gú,7680
16033,甜品,甜路,tinn-lōo,7700
16034,甜柿,紅柿,âng-khī,5419
16035,甜食,甜路,tinn-lōo,7700
16036,甜食,糕仔餅,ko-á-piánn,11871
16037,甜茶,甜茶,tinn-tê,7689
16038,甜甜蜜蜜,糖甘蜜甜,thn̂g-kam-bi̍t-tinn,11875
16039,甜湯,甜湯,tinn-thng,7695
16040,甜飲,甜茶,tinn-tê,7689
16041,甜蜜,甜蜜,tinn-bi̍t,7702
16042,甜豌豆,甜豆,tinn-tāu,7679
16043,產,產,sán,7656
16044,產生,發生,huat-sing,8732
16045,產生,產生,sán-sing,50036
16046,產地,產地,sán-tē/sán-tuē,7678
16047,產卵,放卵,pàng-nn̄g,4030
16048,產房,產房,sán-pâng,51864
16049,產物,產物,sán-bu̍t,53702
16050,產品,產品,sán-phín,50013
16051,產能,產能,sán-lîng,50614
16052,產婆,產婆,sán-pô,7691
16053,產婦,產婦,sán-hū,7692
16054,產量,產量,sán-liōng,50714
16055,產業,產業,sán-gia̍p,7697
16056,產銷,產銷,sán-siau,51419
16057,產褥熱,月內風,gue̍h-lāi-hong/ge̍h-lāi-hong,855
16058,畢,完,uân,3068
16059,畢生,一生,it-sing,15
16060,畢竟,畢竟,pit-kìng,50488
16061,畢業,出業,tshut-gia̍p,1579
16062,畢業,畢業,pit-gia̍p,50389
16063,畦,坵,khu,3769
16064,異性,異性,ī-sìng,7682
16065,異物,異物,ī-bu̍t,51081
16066,異狀,各樣,koh-iūnn,2256
16067,異動,異動,ī-tōng,51696
16068,異國,異國,ī-kok,54382
16069,異常,異常,ī-siông,50347
16070,異鄉,異鄉,ī-hiong,53172
16071,異樣,各樣,koh-iūnn,2256
16072,異議,長短跤話,tn̂g-té-kha-uē,4632
16073,異議,異議,ī-gī,51697
16074,疏,疏,se,7657
16075,疏,疏,sòo,7658
16076,疏失,過失,kuè-sit/kè-sit,10204
16077,疏忽,疏忽,soo-hut,7683
16078,疏通,通,thong,7926
16079,疏散,疏開,soo-khai,7696
16080,疏散,疏散,soo-sàn,54383
16081,疏遠,疏遠,soo-uán,7703
16082,疏鬆口感,泡,phò,4329
16083,痔,痔,tī,7659
16084,痔瘡,痔瘡,tī-tshng,7704
16085,痕,痕,hûn,7660
16086,痕跡,痕跡,hûn-jiah/hûn-liah,7699
16087,盒,盒,a̍h,7661
16088,盒,盒,a̍p,7662
16089,盒,觳,khok,12402
16090,盒,觳仔,khok-á,12408
16091,盒子,盒仔,a̍p-á,7672
16092,盒子,篋仔,kheh-á,11319
16093,盔甲,鐵甲,thih-kah,13176
16094,盛,盛,sīng,7663
16095,盛,貯,té/tué,9060
16096,盛,盛,Sīng,41174
16097,盛大,盛大,sīng-tāi,52224
16098,盛米竹器,米籮,bí-luâ,2839
16099,盛米器,米斗,bí-táu,2634
16100,盛米籃,米籃,bí-nâ,2836
16101,盛衰,興衰,hing-sue,11907
16102,盛飯,添飯,thinn-pn̄g,7581
16103,盛飯,貯飯,té-pn̄g/tué-pn̄g,9114
16104,盛會,盛會,sīng-huē,52030
16105,盛籃,𣛮籃,siānn-nâ,13570
16106,眷,眷,kuàn,7666
16107,眷村,眷村,kuàn-tshun,50594
16108,眷屬,眷屬,kuàn-sio̍k,7707
16109,眷戀,留戀,liû-luân,6393
16110,眸子,目睭仁,ba̍k-tsiu-jîn/ba̍k-tsiu-lîn,1986
16111,眼力,眼力,gán-li̍k,7668
16112,眼力,眼光,gán-kong,7677
16113,眼力,視力,sī-li̍k,9017
16114,眼巴巴,𥍉𥍉看,nih-nih-khuànn,13565
16115,眼白,白仁,pe̍h-jîn/pe̍h-lîn,1876
16116,眼皮,目睭皮,ba̍k-tsiu-phuê/ba̍k-tsiu-phê,1989
16117,眼光,眼光,gán-kong,7677
16118,眼色,目色,ba̍k-sik,1904
16119,眼角傳情,使目尾,sái-ba̍k-bué/sái-ba̍k-bé,3557
16120,眼拙,死目,sí-ba̍k,2480
16121,眼油,目油,ba̍k-iû,1920
16122,眼花,眵目,tshuh-ba̍k,7676
16123,眼前,面前,bīn-tsîng,5623
16124,眼前,面頭前,bīn-thâu-tsîng,5696
16125,眼前,眼前,gán-tsiân,7684
16126,眼屎,目屎膏,ba̍k-sái-ko,1929
16127,眼科,眼科,gán-kho,7685
16128,眼紅,赤目,tshiah-ba̍k,3432
16129,眼紅,紅目,âng-ba̍k,5407
16130,眼珠,目睭仁,ba̍k-tsiu-jîn/ba̍k-tsiu-lîn,1986
16131,眼神,目色,ba̍k-sik,1904
16132,眼神,眼神,gán-sîn,7687
16133,眼淚,目屎,ba̍k-sái,1928
16134,眼淚,珠淚,tsu-luī,6382
16135,眼球,目睭仁,ba̍k-tsiu-jîn/ba̍k-tsiu-lîn,1986
16136,眼眶,目箍,ba̍k-khoo,2006
16137,眼睛,目,ba̍k,1864
16138,眼睛,目睭,ba̍k-tsiu,1985
16139,眼窩,目空,ba̍k-khang,1924
16140,眼熟,面熟,bīn-si̍k,5685
16141,眼壓,眼壓,gán-ap,50846
16142,眼瞼,目蚶,ba̍k-ham,1962
16143,眼瞼,目睭皮,ba̍k-tsiu-phuê/ba̍k-tsiu-phê,1989
16144,眼鏡,目鏡,ba̍k-kiànn,2034
16145,眼鏡蛇,飯匙銃,pn̄g-sî-tshìng,9287
16146,眼鏡鏡片,目鏡仁,ba̍k-kiànn-jîn/ba̍k-kiànn-lîn,2036
16147,眾人,眾人,tsìng-lâng,7669
16148,眾生,萬物,bān-bu̍t,9945
16149,眾生,眾生,tsiòng-sing,53703
16150,眾多,眾多,tsiòng-to,50530
16151,眾神,眾神,tsiòng-sîn,54384
16152,硃砂痣,硃砂痣,tsu-se-kì,7686
16153,硫磺,硫磺,liû-hông,7736
16154,祥和,祥和,siông-hô,51865
16155,票,票,phiò,7708
16156,票券,票券,phiò-kǹg,52225
16157,票房,票房,phiò-pâng,50787
16158,票價,票價,phiò-kè,52789
16159,票據,票據,phiò-kì/phiò-kù,54385
16160,票選,票選,phiò-suán,54386
16161,祭,祭,tsè,7709
16162,祭五臟廟,祭孤,tsè-koo,7727
16163,祭文,祭文,tsè-bûn,7719
16164,祭灶,送神,sàng-sîn,6764
16165,祭灶神,送神,sàng-sîn,6764
16166,祭典,祭典,tsè-tián,53173
16167,祭祀,祭祀,tsè-sū,7728
16168,祭祀孤魂野鬼,孝孤,hàu-koo,3100
16169,祭品,祭品,tsè-phín,54387
16170,祭拜,拜拜,pài-pài,4959
16171,祭拜,獻敬,hiàn-kìng,13017
16172,祭拜,祭拜,tsè-pài,53174
16173,祭桌,尪架桌,ang-kè-toh,3107
16174,祭祖,拜公媽,pài kong-má,4926
16175,祭祖,食祖,tsia̍h-tsóo,5641
16176,祭祖,祭祖,tsè-tsóo,7730
16177,祭奠,祭祀,tsè-sū,7728
16178,祭獻,祭獻,tsè-hiàn,7737
16179,移,徙,suá,7249
16180,移民,移民,î-bîn,7724
16181,移交,交接,kau-tsiap,2084
16182,移交,移交,î-kau,51420
16183,移位,徙位,suá-uī,7266
16184,移步,徙跤,suá-kha,7293
16185,移居,移居,î-ku,54388
16186,移師,移師,î-su,54389
16187,移送,移送,î-sàng,50995
16188,移動,振動,tín-tāng,6059
16189,移動,移動,î-tōng,7731
16190,移動,搬徙,puann-suá,9564
16191,移植,徙栽,suá-tsai,7279
16192,移轉,移轉,î-tsuán,51866
16193,竟然,竟然,kìng-jiân/kìng-liân,7733
16194,竟然,煞,suah,9721
16195,章,章,tsiong,7711
16196,章,章,tsiunn,7712
16197,章程,章程,tsiong-thîng,7734
16198,章節,章節,tsiong-tsiat,54411
16199,笛子,𥰔仔,phín-á,13539
16200,笠,笠,le̍h,7713
16201,符,符,hû,7714
16202,符合,符合,hû-ha̍p,7725
16203,符合心意,滿意,muá-ì,10624
16204,符咒,符咒,hû-tsiù,7726
16205,符號,符號,hû-hō,7735
16206,符碼,符碼,hû-má,54392
16207,符籙,符仔,hû-á,7722
16208,笨,悾,khong,7253
16209,笨,笨,pūn,7715
16210,笨,戇,gōng,13447
16211,笨拙,頇顢,hân-bān,9311
16212,笨笨的,歁歁,khám-khám,9697
16213,笨蛋,侗戇,tòng-gōng,3595
16214,笨蛋,盼仔,phàn-á,5252
16215,笨港,笨港,Pùn-káng,40169
16216,第,第,tē,7716
16217,第一,第一,tē-it,7718
16218,第一,頭,thâu,12065
16219,第一分道,第一分道,Tē-it-hun-tō,34240
16220,第一名,冠軍,kuan-kun,4746
16221,第一名,頭名,thâu-miâ,12086
16222,第一胎,頭上仔,thâu-tsiūnn-á,12073
16223,第一期稻作,早冬,tsá-tang,2476
16224,第二春,第二春,tē-jī-tshun/tē-lī-tshun,54390
16225,第三者,第三者,tē-sann-tsiá,52501
16226,第四台,第四台,tē-sì-tâi,54391
16227,第四臺,第四台,tē-sì-tâi,54391
16228,笱,笱,kô,7717
16229,粒,粒,lia̍p,7738
16230,粒子,粒子,lia̍p-tsú,51421
16231,粕,粕,phoh,7739
16232,粗,大箍,tuā-khoo,505
16233,粗,粗,tshoo,7740
16234,粗人,粗人,tshoo-lâng,7754
16235,粗工,粗工,tshoo-kang,7755
16236,粗布,粗布,tshoo-pòo,7761
16237,粗壯,粗勇,tshoo-ióng,7773
16238,粗俗,土話,thóo-uē,487
16239,粗俗,阿沙不魯,a-sa-puh-luh,4559
16240,粗俗,粗俗,tshoo-sio̍k,7772
16241,粗活,粗工,tshoo-kang,7755
16242,粗重,粗重,tshoo-tāng,7778
16243,粗首,溪哥仔,khe-ko-á/khue-ko-á,9685
16244,粗茶淡飯,粗菜便飯,tshoo-tshài piān-pn̄g,7789
16245,粗淺,粗淺,tshoo-tshián,54393
16246,粗飽,粗飽,tshoo-pá,7791
16247,粗魯,土人,thóo-lâng,220
16248,粗魯,土公仔,thóo-kong-á,251
16249,粗魯,土公仔性,thóo-kong-á-sìng,253
16250,粗魯,土性,thóo-sìng,368
16251,粗魯,粗魯,tshoo-lóo,7794
16252,粗糙,魯,lóo,11601
16253,紮,紮,tsat,7744
16254,紮實,結實,kiat-si̍t,8909
16255,紮實,實腹,tsa̍t-pak,10515
16256,紮實,實櫼,tsa̍t-tsinn,10527
16257,累計,累計,luí-kè,51698
16258,累積,累積,luí-tsik,7796
16259,細,幼,iù,1656
16260,細心,頂真,tíng-tsin,8074
16261,細皮嫩肉,跤尖手幼,kha-tsiam-tshiú-iù,10105
16262,細竹子,秀梳仔,siù-se-á/siù-sue-á,3382
16263,細竹枝,掃梳笒仔,sàu-se-gím-á/sàu-sue-giám-á,7389
16264,細沙,沙屑,sua-sap,3325
16265,細雨,雨霎仔,hōo-sap-á,4663
16266,細姨,細姨,sè-î/suè-î,7776
16267,細胞,細胞,sè-pau/suè-pau,50489
16268,細部,細部,sè-pōo/suè-pōo,52031
16269,細菌,細菌,sè-khún/suè-khún,7788
16270,細節,細節,sè-tsiat/suè-tsiat,50595
16271,細腰,狗公腰,káu-kang-io,4349
16272,細嫩,幼聲,iù-siann,1833
16273,細嫩,幼麵麵,iù-mī-mī,1840
16274,細齒梳,蝨篦,sat-pìn,11378
16275,細膩,幼秀,iù-siù,1720
16276,細鹽,鹽花仔,iâm-hue-á,13396
16277,紳士,紳士,sin-sū,7756
16278,紹介,紹介,siāu-kài,7757
16279,紹興酒,紹興酒,siāu-hing-tsiú,7798
16280,終日,透日,thàu-ji̍t/thàu-li̍t,7937
16281,終年,終年,tsiong-nî,54396
16282,終身,終身,tsiong-sin,7768
16283,終身,規世人,kui-sì-lâng,7880
16284,終身,透世人,thàu-sì-lâng,7944
16285,終於,終於,tsiong-î,50130
16286,終結,結束,kiat-sok,8877
16287,終結,終結,tsiong-kiat,52503
16288,終點,終點,tsiong-tiám,54397
16289,絃,絃,hiân,7748
16290,絃外之音,話尾,uē-bué/uē-bé,10108
16291,組,副,hù,6943
16292,組,組,tsoo,7749
16293,組件,組件,tsoo-kiānn,54394
16294,組合,組合,tsoo-ha̍p,7765
16295,組成,組成,tsoo-sîng,50390
16296,組別,組別,tsoo-pia̍t,54395
16297,組長,組長,tsoo-tiúnn,52790
16298,組頭,組頭,tsoo-thâu,7800
16299,組織,組織,tsoo-tsit,7803
16300,絆,絆,puànn,7750
16301,統一,統一,thóng-it,7753
16302,統合,統合,thóng-ha̍p,52502
16303,統治,統治,thóng-tī,51082
16304,統計,統計,thóng-kè,7780
16305,缽,缽,puah,7751
16306,罣礙,掛礙,kuà-gāi,7444
16307,羞,羞,tshiu,7752
16308,羞恥,見笑,kiàn-siàu,3462
16309,羞辱,侮辱,bú-jio̍k/bú-lio̍k,4696
16310,羞愧,見笑,kiàn-siàu,3462
16311,翌日,隔轉工,keh-tńg-kang,10380
16312,翌日,隔轉日,keh-tńg-ji̍t/keh-tńg-li̍t,10381
16313,翌年,隔年,keh-nî,10339
16314,翌年,隔轉年,keh-tńg-nî,10382
16315,習性,片,phìnn,1225
16316,習性,脾氣,phî-khì,8945
16317,習俗,風俗,hong-sio̍k,5624
16318,習慣,手爪,tshiú-jiáu/tshiú-niáu,872
16319,習慣,習慣,si̍p-kuàn,7792
16320,習慣,慣勢,kuàn-sì,10551
16321,習慣性流產,花袂牢枝,hue-bē-tiâu-ki/hue-buē-tiâu-ki,4473
16322,聊天,開講,khai-káng,9235
16323,脖子,頷,ām,12066
16324,脖子,頷頸,ām-kún,12116
16325,脛骨,跤胴骨,kha-tâng-kut,10130
16326,脣,脣,tûn,7804
16327,脣膏,胭脂,ian-tsi,6533
16328,脫,遛,liù,10889
16329,脫,褪,thǹg,11918
16330,脫手,出手,tshut-tshiú,1443
16331,脫手,脫手,thuat-tshiú,7812
16332,脫水,脫水,thuat-tsuí,54398
16333,脫皮,遛皮,liù-phuê/liù-phê,10906
16334,脫皮,褪皮,thǹg-phuê/thǹg-phê,11921
16335,脫臼,脫輪,thu̍t-lûn,7830
16336,脫色,落色,lak-sik,9932
16337,脫衣,褪衫,thǹg-sann,11923
16338,脫衣舞,脫衣舞,thuat-i-bú,53175
16339,脫孝衣,換紅,uānn-âng,8468
16340,脫肛,吐腸頭,thóo-tn̂g-thâu,2244
16341,脫身,脫身,thuat-sin,7821
16342,脫底,塌底,lap-té/lap-tué,9409
16343,脫逃,脫走,thuat-tsáu,7820
16344,脫殼,褪殼,thǹg-khak,11926
16345,脫落,溜,liu,9668
16346,脫落,落勾,làu-kau,9908
16347,脫落,甪,lut  ,12484
16348,脫穀粒,摔粟,siak-tshik,10550
16349,脫線,脫線,thuat-suànn,7829
16350,脫褲子,褪褲,thǹg-khòo,11931
16351,脫離,脫,thuat,7805
16352,脫離,脫,thu̍t ,7806
16353,脫離,脫離,thuat-lī,7833
16354,脫離困苦,出頭,tshut-thâu,1622
16355,脯,拊,hú,3967
16356,舂,舂,tsing,7808
16357,舂米,舂米,tsing-bí,7817
16358,舵手,舵公,tāi-kong,7811
16359,船,船,tsûn,7809
16360,船,船仔,tsûn-á,7815
16361,船主,船主,tsûn-tsú,7814
16362,船尾,船尾,tsûn-bué/tsûn-bé,7819
16363,船長,舵公,tāi-kong,7811
16364,船長,船長,tsûn-tiúnn,51083
16365,船員,船員,tsûn-uân,7822
16366,船隻,船隻,tsûn-tsiah,52791
16367,船埠,棑仔頭,pâi-á-thâu,8518
16368,船期,船期,tsûn-kî,7825
16369,船廠,船廠,tsûn-tshiúnn,7827
16370,船槳,櫓,lóo,12809
16371,船艙,船艙,tsûn-tshng,7831
16372,船頭,船頭,tsûn-thâu,7832
16373,荷包,荷包,hâ-pau,7816
16374,荷包蛋,卵包,nn̄g-pau,2991
16375,荷花,蓮花,liân-hue,11349
16376,荸薺,馬薺,bé-tsî,6921
16377,莊,庄,tsng,2299
16378,莊,莊,tsng,7810
16379,莊,莊,Tsng,41177
16380,莊家,內場,lāi-tiûnn,731
16381,莊家,組頭,tsoo-thâu,7800
16382,莊家,筊東,kiáu-tong,8880
16383,莊腳,外場,guā-tiûnn,1559
16384,莊嚴,威嚴,ui-giâm,4864
16385,莊嚴,莊嚴,tsong-giâm,7834
16386,莊嚴,尊嚴,tsun-giâm,8346
16387,莒光鄉,莒光鄉,Kí-kong-hiong,35392
16388,莢,莢,ngeh,7836
16389,莧菜,莧菜,hīng-tshài,7855
16390,莫,莫,bo̍k,7837
16391,莫,莫,Bo̍h,41178
16392,莫名,莫名,bo̍k-bîng,53176
16393,莫名其妙,莫名其妙,bo̍k-bîng-kî-miāu,52032
16394,莫非,莫非,bo̍k-hui,7852
16395,莫說,莫講,mài-kóng,7861
16396,莽撞,懂嚇,táng-hiannh,12214
16397,處女,在室女,tsāi-sik-lí/tsāi-sik-lú,2203
16398,處女,處女,tshú-lú/tshú-lí,52226
16399,處女蟳,嬰母仔,ìnn-bó-á,12187
16400,處之泰然,老神在在,lāu-sîn-tsāi-tsāi,2720
16401,處分,處份,tshú-hūn,7850
16402,處方,處方,tshú-hng,7844
16403,處方,藥方,io̍h-hng,12875
16404,處方,藥單,io̍h-tuann,12892
16405,處方箋,處方,tshú-hng,7844
16406,處方箋,藥單,io̍h-tuann,12892
16407,處長,處長,tshù-tiúnn,53177
16408,處理,扭搦,liú-la̍k,3200
16409,處理,處理,tshú-lí,7854
16410,處理,解決,kái-kuat,10041
16411,處理,辦理,pān-lí,12007
16412,處處,一四界,tsi̍t-sì-kè/tsi̍t-sì-kuè,13
16413,處處,四界,sì-kè/sì-kuè,1506
16414,處處,滿四界,muá-sì-kè/muá-sì-kuè,10611
16415,處處,滿滿是,muá-muá-sī,10629
16416,處暑,處暑,tshù-sú,30014
16417,處置,處置,tshú-tì,7856
16418,處置,發落,hua̍t-lo̍h,8771
16419,處境,處境,tshú-kíng,51867
16420,處罰,刑罰,hîng-hua̍t,2250
16421,處罰,處份,tshú-hūn,7850
16422,處罰,處罰,tshú-hua̍t,7857
16423,蚯蚓,杜蚓仔,tōo-kún-á,3259
16424,蚱蜢,草蜢仔,tsháu-meh-á,6627
16425,蚵仔煎,蚵仔煎,ô-á-tsian,7847
16426,蚵仔麵線,蚵仔麵線,ô-á-mī-suànn,7848
16427,蚵炱,蚵炱,ô-te,7853
16428,蚵炱,觳仔炱,khok-á-te,12409
16429,蚶,蚶,ham,7840
16430,蚶,蚶仔,ham-á,7846
16431,蛀,蛀,tsiù,7841
16432,蛀牙,蛀齒,tsiù-khí,7859
16433,蛀掉,剪,tsián,6942
16434,蛀蟲,蛀蟲,tsiù-thâng,7862
16435,蛆,屎礐仔蟲,sái-ha̍k-á-thâng,4909
16436,蛆,蛆,tshi/tshu,7842
16437,蛆蟲,屎礐仔蟲,sái-ha̍k-á-thâng,4909
16438,蛇,蛇,tsuâ,7843
16439,蛇瓜,蛇瓜,tsuâ-kue,7849
16440,蛇鰻,塗龍,thôo-liông,9432
16441,蛋,卵,nn̄g,2967
16442,蛋白,白仁,pe̍h-jîn/pe̍h-lîn,1876
16443,蛋白,卵清,nn̄g-tshing,3014
16444,蛋卷,雞卵卷,ke-nn̄g-kńg/kue-nn̄g-kńg,12716
16445,蛋黃,卵仁,nn̄g-jîn/nn̄g-lîn,2987
16446,蛋糕,雞卵糕,ke-nn̄g-ko/kue-nn̄g-ko,12717
16447,術,術,su̍t,7864
16448,袋,袋,tē,7865
16449,袋,橐,lok,11734
16450,袋子,袋仔,tē-á,7879
16451,袋子,橐仔,lok-á,11741
16452,袋子,囊,lông,13226
16453,袒胸,現胸,hiàn-hing,7628
16454,袒護,為,uī,5194
16455,袒護,攔,ânn,12999
16456,袖,䘼,ńg,13550
16457,袖珍博物館,袖珍博物館,Siù-tin Phok-bu̍t-kuán,33037
16458,袖套,手囊,tshiú-lông,1213
16459,被,予,hōo,573
16460,被,被,pī,7867
16461,被子,被,phuē/phē,7868
16462,被水稀釋,漖,kà,10639
16463,被告,被告,pī-kò,50937
16464,被迫,被迫,pī-pik,52227
16465,被套,被囊,phuē-lông/phē-lông,7908
16466,被害人,被害人,pī-hāi-jîn/pī-hāi-lîn,50848
16467,被動,被動,pī-tōng,53704
16468,被單,被單,phuē-tuann/phē-tuann,7899
16469,規,規,kui,7869
16470,規定,規定,kui-tīng,7887
16471,規則,律,lu̍t,4913
16472,規則,規則,kui-tsik,7888
16473,規律,規律,kui-lu̍t,7889
16474,規格,規格,kui-keh,50402
16475,規矩,法度,huat-tōo,4295
16476,規矩,規矩,kui-kí/kui-kú,7894
16477,規章,規章,kui-tsiong,53178
16478,規費,規費,kui-huì,53705
16479,規劃,規劃,kui-uē,50114
16480,規模,規模,kui-bôo,7904
16481,規範,規範,kui-huān,50670
16482,覓,覓,bā,7870
16483,覓食,叨,lo,1408
16484,覓食,討食,thó-tsia̍h,6756
16485,訣,訣,kuat,7872
16486,訪客,訪客,hóng-kheh,52033
16487,訪查,訪查,hóng-tsa,52228
16488,訪問,拜訪,pài-hóng,4970
16489,訪問,訪問,hóng-būn,7896
16490,訪談,訪談,hóng-tâm,53179
16491,設,設,siat,7873
16492,設立,設立,siat-li̍p,7882
16493,設局,設局,siat-kio̍k,7885
16494,設定,設定,siat-tīng,50174
16495,設法,設法,siat-huat,51555
16496,設施,建設,kiàn-siat,4894
16497,設施,設施,siat-si,7890
16498,設施,設備,siat-pī,7898
16499,設計,設計,siat-kè,7891
16500,設宴,開桌,khui-toh,9206
16501,設宴,辦桌,pān-toh,12005
16502,設想,設想,siat-sióng,7900
16503,設置,安,an,2291
16504,設置,建置,kiàn-tì,4903
16505,設置,設備,siat-pī,7898
16506,設置,設置,siat-tì,50277
16507,設廠,設廠,siat-tshiúnn,51699
16508,許下,下,hē,177
16509,許可,允准,ín-tsún/ún-tsún,701
16510,許可,許可,hí-khó/hú-khó,7881
16511,許可證,執照,tsip-tsiàu,7142
16512,許多天,幾若工,kuí-nā kang,8355
16513,許配,做人,tsò--lâng/tsuè--lâng,6945
