流水,華語,台語,台羅,備存對照
15328,捲髮,虯毛,khiû-mn̂g,4526
15329,捲褲管,撆褲跤,pih-khòo-kha,11124
15330,捷,捷,tsia̍p,7312
15331,捷足先登,搶頭香,tshiúnn-thâu-hiunn,9583
15332,捷徑,短路,té-lōo,8832
15333,捷運,捷運,tsia̍t-ūn,7421
15334,捻,捻,liām,7314
15335,掀,掀,hian,7317
15336,掀桌子,反桌,píng-toh,1035
15337,掂,掂,tìm,7318
15338,掃,掃,sàu,7319
15339,掃地,掃塗跤,sàu thôo-kha,7416
15340,掃地,掃地,sàu-tè,54794
15341,掃把,掃帚,sàu-tshiú,7374
15342,掃把星,白跤蹄,pe̍h-kha-tê,2000
15343,掃把星,破格,phuà-keh,6419
15344,掃把星,衰尾道人,sue-bué-tō-jîn/sue-bé-tō-lîn,6663
15345,掃把星,掃帚星,sàu-tshiú-tshenn/sàu-tshiú-tshinn,7376
15346,掃帚,掃帚,sàu-tshiú,7374
15347,掃帚星,長尾星,tn̂g-bué-tshenn/tn̂g-bé-tshinn,4558
15348,掃帚星,掃帚星,sàu-tshiú-tshenn/sàu-tshiú-tshinn,7376
15349,掃除,掃除,sàu-tû,53160
15350,掃除清理,摒掃,piànn-sàu,8478
15351,掃描,掃描,sàu-biâu,52219
15352,掃黃,掃黃,sàu-n̂g,54362
15353,掃墓,挂紙,kuì-tsuá,5046
15354,掃墓,培墓,puē-bōng/puē-bōo,7145
15355,掃墓,掃墓,sàu-bōng/sàu-bōo,7423
15356,掃墓,探墓厝,thàm-bōng-tshù/thàm-bōo-tshù,7424
15357,授徒,牽師仔,khan sai-á,7623
15358,授課,上課,siōng-khò,527
15359,授課,授課,siū-khò,54365
15360,授權,授權,siū-khuân,50994
15361,掉,去,khì,1405
15362,掉,掉,tiāu,7320
15363,掉,落,lak,9892
15364,掉,黜,thut,12485
15365,掉下,落,lo̍k,9896
15366,掉色,走色,tsáu-sik,3437
15367,掉色,落色,lak-sik,9932
15368,掉落,交落,ka-la̍uh,2099
15369,掉落,拍交落,phah-ka-la̍uh,4016
15370,掉頭,越頭,ua̍t-thâu,9124
15371,掏,撏,jîm/lîm,11090
15372,掏心挖肺,挖心肝,óo-sim-kuann/ué-sim-kuann,5019
15373,掐,捏,tēnn/tīnn,6017
15374,排,排,pâi,7321
15375,排水,消水,siau-tsuí,6258
15376,排水,排水,pâi-tsuí,51414
15377,排出,排出,pâi-tshut,51415
15378,排斥,排斥,pâi-thik,7356
15379,排列,排列,pâi-lia̍t,7362
15380,排名,排名,pâi-miâ,50465
15381,排血,放血,pàng-hueh/pàng-huih,4029
15382,排行,排行,pâi-hâng,53163
15383,排卵,排卵,pâi-luán,51860
15384,排放,排放,pâi-hòng,53685
15385,排版,排版,pâi-pán,52497
15386,排氣,排氣,pâi-khì,50712
15387,排班,排班,pâi-pan,53686
15388,排除,排斥,pâi-thik,7356
15389,排除,排除,pâi-tû,50545
15390,排除障礙,開路,khui-lōo,9223
15391,排骨酥,排骨酥,pâi-kut-soo,7394
15392,排球,排球,pâi-kiû,7403
15393,排場,鋪面蟶,phoo-bīn-than,11554
15394,排隊,排列,pâi-lia̍t,7362
15395,排隊,排隊,pâi-tuī,7415
15396,排解,排解,pâi-kái,7419
15397,排解,勸解,khuàn-kái,12994
15398,排演,排演,pâi-ián,53687
15399,排遣,做議量,tsò-gī-niū/tsuè-gī-niū,7024
15400,排練,排練,pâi-liān,53164
15401,排擠,排斥,pâi-thik,7356
15402,掘,挖,óo/ué,5006
15403,掘,掘,ku̍t,7323
15404,掘,搤,iah,9512
15405,掘,鍤,tshiah,12453
15406,掙扎,滾絞,kún-ká,10623
15407,掙脫,翸,phún,12582
15408,掛,挂,kuì,4995
15409,掛,掛,kuà,7324
15410,掛,掛,khuà,7325
15411,掛,袚,phua̍h,7866
15412,掛心,掛慮,kuà-lī/kuà-lū,7429
15413,掛名,掛名,kuà-miâ,7363
15414,掛念,思念,su-liām,4954
15415,掛念,掛意,kuà-ì,7417
15416,掛念,數念,siàu-liām,11156
15417,掛帳,放數,pàng-siàu,4158
15418,掛帳賒賣,放數,pàng-siàu,4158
15419,掛牌,掛牌,kuà-pâi,7408
15420,掛軸,檫仔,tshat-á,12525
15421,掛意,掛意,kuà-ì,7417
15422,掛號,掛號,kuà-hō,53161
15423,掛像,檫仔,tshat-á,12525
15424,掛慮,掛心,khuà-sim,7347
15425,掛慮,掛慮,kuà-lī/kuà-lū,7429
15426,採,挽,bán,6006
15427,採,採,tshái,7328
15428,採用,採用,tshái-iōng,7358
15429,採用,錄,lo̍k,11989
15430,採光好,通光,thang-kng,7949
15431,採取,採用,tshái-iōng,7358
15432,採取,採取,tshái-tshú,50243
15433,採花,挽花,bán hue,6044
15434,採納,採納,tshái-la̍p,54366
15435,採茶,挽茶,bán tê,6054
15436,採訪,採訪,tshái-hóng,51149
15437,採買,採購,tshái-kòo,7442
15438,採集,採集,tshái-tsi̍p,52025
15439,採橫向,掠坦橫,lia̍h-thán-huâinn/lia̍h-thán-huînn,7373
15440,採購,採購,tshái-kòo,7442
15441,採購,辦貨,pān-huè/pān-hè,12010
15442,探,探,thàm,7329
15443,探戈,探戈,thàn-gòo,54772
15444,探究,探究,thàm-kiù,54358
15445,探索,探索,thàm-soh,51147
15446,探討,探討,thàm-thó,50426
15447,探問,探聽,thàm-thiann,7451
15448,探望,探望,thàm-bōng,53157
15449,探訪,探訪,thàm-hóng,7404
15450,探測,探測,thàm-tshik,51148
15451,探視,探頭,thàm-thâu,7436
15452,探親,探親,thàm-tshin,7435
15453,探頭,探頭,thàm-thâu,7436
15454,探聽,刺探,tshì-thàm,3678
15455,接,承,sîn,3952
15456,接,接,tsiap,7330
15457,接,接,tsih,7331
15458,接力,接力,tsih-la̍t,7344
15459,接下去,紲落去,suà--lo̍h-khì,7790
15460,接下來,紲落去,suà--lo̍h-khì,7790
15461,接口,接喙,tsiap-tshuì,7405
15462,接手,接手,tsiap-tshiú,7348
15463,接木,接枝,tsiap-ki,7377
15464,接水,承水,sîn-tsuí,3993
15465,接水,抾水,khioh-tsuí,3994
15466,接生,抾囡仔,khioh-gín-á,4018
15467,接生婆,抾囝母,khioh-kiánn-bú,4019
15468,接生婆,產婆,sán-pô,7691
15469,接任,接任,tsiap-jīm/tsiap-līm,51690
15470,接合,敆,kap,6023
15471,接收,接收,tsiap-siu,51550
15472,接吻,相唚,sio-tsim,5280
15473,接吻,唚,tsim,5826
15474,接吻,唚喙,tsim-tshuì,5859
15475,接見,接見,tsiap-kiàn,53158
15476,接受,承受,sîng-siū,4042
15477,接受,接受,tsiap-siū,7371
15478,接受,接納,tsiap-la̍p,7390
15479,接受,領受,niá-siū,10959
15480,接枝,接枝,tsiap-ki,7377
15481,接近,近倚,kīn-uá/kūn-uá,4595
15482,接近,迫近,pik-kīn/pik-kūn,5540
15483,接近,倚近,uá-kīn/uá-kūn,5764
15484,接近,親近,tshin-kīn/tshin-kūn,11959
15485,接近,接近,tsiap-kīn/tsiap-kūn,50242
15486,接待,招待,tsiau-thāi,4069
15487,接待,接待,tsiap-thāi,7381
15488,接待,接接,tsih-tsiap,7398
15489,接洽,接接,tsih-tsiap,7398
15490,接班,接班,tsiap-pan,54359
15491,接納,接納,tsiap-la̍p,7390
15492,接送,接送,tsiap-sàng,53159
15493,接骨,接骨,tsiap-kut,7393
15494,接單,接單,tsiap-tuann,54360
15495,接掌,接掌,tsiap-tsióng,52496
15496,接替,接替,tsiap-thè/tsiap-thuè,52024
15497,接榫,鬥榫頭,tàu-sún-thâu,6895
15498,接管,接管,tsiap-kuán,51691
15499,接縫,敆痕,kap-hûn,6064
15500,接縫,敆逝,kap-tsuā,6067
15501,接縫,敆縫,kap-phāng,6090
15502,接觸,接觸,tsiap-tshiok,7446
15503,接續,承,sîng,3953
15504,控告,控告,khòng-kò,53156
15505,控制,掌握,tsióng-ak,8415
15506,控制,控制,khòng-tsè,50086
15507,控訴,控訴,khòng-sòo,52023
15508,控管,控管,khòng-kuán,52780
15509,推,挨,e,5980
15510,推,捒,sak,6018
15511,推,推,the,7333
15512,推,推,thui,7334
15513,推,攄,lu,12519
15514,推,㧣,tu,13488
15515,推土機,黜塗機,thuh-thôo-ki,12501
15516,推土機,攄塗機,lu-thôo-ki,12534
15517,推出,推出,thui-tshut,50033
15518,推行,推行,thui-hîng,7364
15519,推走,捒走,sak-tsáu,6040
15520,推事,判官,phuànn-kuann,3000
15521,推卸責任,卸責任,sià-tsik-jīm/sià-tsik-līm,3680
15522,推延,拖棚,thua-pênn/thua-pînn,4117
15523,推拖,挨推,e-the,5992
15524,推倒,偃,ián,6931
15525,推倒,偃倒,ián-tó,6992
15526,推展,推展,thui-tián,51551
15527,推拿,掠筋,lia̍h-kin/lia̍h-kun,7412
15528,推拿藥水,藥洗,io̍h-sé/io̍h-sué,12885
15529,推拿藥劑,藥洗,io̍h-sé/io̍h-sué,12885
15530,推案,推案,thui-àn,54363
15531,推剪,攄仔,lu-á,12524
15532,推剪頭髮的器具,攄仔,lu-á,12524
15533,推動,推動,thui-tōng,50146
15534,推揉,耎,luán,5387
15535,推測,料,liāu,6025
15536,推測,推測,thui-tshik,7407
15537,推測,推論,thui-lūn,7431
15538,推進,推進,thui-tsìn,7414
15539,推量,料,liāu,6025
15540,推算,料算,liāu-sǹg,6081
15541,推算,推算,thui-sǹg,53162
15542,推廣,推廣,thui-kóng,7428
15543,推論,推論,thui-lūn,7431
15544,推銷,推銷,thui-siau,7432
15545,推舉,舉荐,kí-tsiàn/kú-tsiàn,12353
15546,推舉,推舉,thui-kí/thui-kú,52220
15547,推薦,提名,thê-miâ,8394
15548,推薦,舉荐,kí-tsiàn/kú-tsiàn,12353
15549,推薦,推薦,thui-tsiàn,50313
15550,推斷,推論,thui-lūn,7431
15551,推斷,論,lūn,11417
15552,推翻,推翻,thui-huan,54364
15553,推辭,挨推,e-the,5992
15554,推辭,推辭,the-sî,7445
15555,掩,掩,am,7335
15556,掩,掩,iám,7336
15557,掩,掩,ng,7337
15558,掩,掩,om,7338
15559,掩蓋,暗崁,àm-khàm,9627
15560,掩護,掩護,iám-hōo,54361
15561,措施,辦法,pān-huat,12000
15562,措施,措施,tshòo-si,50346
15563,掮客,牽猴仔,khan-kâu-á,7635
15564,敏捷,扭掠,liú-lia̍h,3194
15565,敏捷,敏捷,bín-tsia̍t,7399
15566,敏捷,猛醒,mé-tshénn/mé-tshínn,7646
15567,敏捷,窸倏,sī-suā,11880
15568,敏感,敏感,bín-kám,50845
15569,救,救,kiù,7340
15570,救火,救火,kiù-hué/kiù-hé,7350
15571,救火車,水龍車,tsuí-lîng-tshia,1186
15572,救世主,救世主,kiù-sè-tsú,7354
15573,救兵,救兵,kiù-ping,7365
15574,救助,救助,kiù-tsōo,7366
15575,救助,救援,kiù-uān,7406
15576,救災,救災,kiù-tsai,51692
15577,救命,救人,kiù-lâng,7345
15578,救命,救命,kiù-miā,53165
15579,救治,救治,kiù-tī,52781
15580,救星,救星,kiù-tshenn/kiù-tshinn,7382
15581,救援,救援,kiù-uān,7406
15582,救濟,救濟,kiù-tsè,54367
15583,救護,救護,kiù-hōo,7448
15584,救護車,救護車,kiù-hōo-tshia,7450
15585,救贖,救贖,kiù-sio̍k,53688
15586,敗,敗,pāi,7341
15587,敗血症,敗血症,pāi-hueh-tsìng/pāi-huih-tsìng,51078
15588,敗家,敗家,pāi-ke,7386
15589,敗家子,了尾仔囝,liáu-bué-á-kiánn/liáu-bé-á-kiánn,107
15590,敗家子,討債囝,thó-tsè-kiánn,6779
15591,敗壞,敗壞,pāi-huāi,54370
15592,敗露,敗露,pāi-lōo,7449
15593,敗露,煏空,piak-khang,9732
15594,敘事,敘事,sū-sū,54371
15595,敘述,敘述,sū-su̍t,50713
15596,教,教,kà,7342
15597,教,教,kàu,7343
15598,教化,感化,kám-huà,9461
15599,教廷,教廷,Kàu-tîng,54368
15600,教改,教改,kàu-kái,52782
15601,教材,教材,kàu-tsâi,51552
15602,教育,教育,kàu-io̍k,7369
15603,教具,教具,kàu-kū,53166
15604,教宗,教宗,Kàu-tsong,54369
15605,教官,教官,kàu-kuann,7375
15606,教法,教法,kà-huat,52783
15607,教室,講堂,káng-tn̂g,12427
15608,教室,教室,kàu-sik,51076
15609,教科文,教科文,kàu-kho-bûn,50528
15610,教科書,課本,khò-pún,11392
15611,教科書,教科書,kàu-kho-su,52784
15612,教員,教員,kàu-uân,7383
15613,教唆,起,khí,6695
15614,教師,先生,sian-sinn,2069
15615,教師,教師,kàu-su,7387
15616,教書,教冊,kà-tsheh,7353
15617,教訓,教示,kà-sī,7359
15618,教訓,教訓,kàu-hùn,7392
15619,教務,教務,kàu-bū,7396
15620,教堂,禮拜堂,lé-pài-tn̂g,12568
15621,教堂,教堂,kàu-tn̂g,51416
15622,教授,教授,kàu-siū,7400
15623,教條,教條,kàu-tiâu,52785
15624,教會,教會,kàu-huē,52786
15625,教義,道理,tō-lí,10244
15626,教誨,教訓,kàu-hùn,7392
15627,教練,教練,kàu-liān,50235
15628,教養,教養,kàu-ióng,53689
15629,教養差,好款,hó-khuán,2385
15630,教學,教學,kàu-ha̍k,7433
15631,教導,教導,kàu-tō,51077
15632,教職,教職,kàu-tsit,51861
15633,教職員,教職員,kàu-tsit-uân,53690
15634,教鞭,箠仔,tshuê-á/tshê-á,11288
15635,斜,斜,tshiâ,7452
15636,斜,斜,tshua̍h,7453
15637,斜,敧,khi,8445
15638,斜,趨,tshu,12406
15639,斜角,斜角,tshua̍h-kak,7474
15640,斜坡,崎,kiā,7199
15641,斜眼,斜視,siâ-sī,7481
15642,斜視,挩窗,thuah-thang,5995
15643,斜視,斜目,tshiâ-ba̍k,7473
15644,斜視,斜視,siâ-sī,7481
15645,斜躺,半䖙倒,puànn-the-tó,1422
15646,斬,鏨,tsām,12934
15647,旋,旋,tsn̄g,7454
15648,旋律,旋律,suân-lu̍t,51693
15649,旋風,捲螺仔風,kńg-lê-á-hong,7440
15650,族,族,tso̍k,7456
15651,族人,族人,tso̍k-jîn/tso̍k-lîn,51553
15652,族群,族群,tso̍k-kûn,50328
15653,族親,親族,tshin-tso̍k,11971
15654,族譜,族譜,tso̍k-phóo,7487
15655,晚,晏,uànn,6096
15656,晚,暗,àm,9594
15657,晚,暝,mê/mî,10567
15658,晚上,下昏,e-hng,372
15659,晚上,下暗,e-àm,472
15660,晚上,暗時,àm-sî,9628
15661,晚午,軟晡,nńg-poo,7984
15662,晚冬,慢冬,bān-tang,10542
15663,晚安,晚安,buán-an,54372
15664,晚年,食老,tsia̍h-lāu,5607
15665,晚娘,後母,āu-bú,4937
15666,晚娘面孔,後母面,āu-bú-bīn,4939
15667,晚班,夜勤,iā-khîn/iā-khûn,3815
15668,晚班,暗班,àm-pan,9630
15669,晚起,晏起來,uànn khí--lâi,6148
15670,晚飯,暗飯,àm-pn̄g,9644
15671,晚飯,暗頓,àm-tǹg,9649
15672,晚輩,下勻,ē-ûn,248
15673,晚輩,下輩,ē-puè,533
15674,晚輩,序細,sī-sè/sī-suè,3195
15675,晚輩,後輩,hiō-puè,4983
15676,晚餐,暗飯,àm-pn̄g,9644
15677,晚餐,暗頓,àm-tǹg,9649
15678,晝夜,暝日,mê-ji̍t/mî-li̍t,10572
15679,晡,晡,poo,7458
15680,晨昏,早暗,tsá-àm,2549
15681,望,望,bāng,7459
15682,望,望,bōng,7460
15683,望古,望古,Bāng-kóo,34204
15684,望安鄉,望安鄉,Bāng-uann-hiong,35349
15685,望江南,羊角豆仔,iûnn-kak-tāu-á,2679
15686,望穿秋水,𥍉𥍉看,nih-nih-khuànn,13565
15687,望遠鏡,千里鏡,tshian-lí-kiànn,344
15688,望遠鏡,召鏡,tiàu-kiànn,1638
15689,桱,桱,kènn/kìnn,7462
15690,桶,桶,tháng,7463
15691,桶子,捾桶仔,kuānn-tháng-á,7402
15692,桶子,桶仔,tháng-á,7469
15693,桶子的提手,桶捾,tháng-kuānn,7479
15694,桶子的提把,桶捾,tháng-kuānn,7479
15695,桶柑,桶柑,tháng-kam,7476
15696,桶筍,桶筍,tháng-sún,7480
15697,桶箍,桶箍,tháng-khoo,7482
15698,桶蓋,桶蓋,tháng-kuà,7483
15699,桶盤,桶盤,tháng-puânn,7484
15700,桷,桷,kak,7464
15701,桷仔,桷仔,kak-á,7470
15702,桿,桿,kuáinn,7466
15703,梁山伯與祝英台,山伯英台,San-phik-Ing-tâi,324
15704,梁山伯與祝英臺,山伯英台,San-phik-Ing-tâi,324
15705,梁柱,梁柱,niû-thiāu,7477
15706,梅,梅,muê/m̂,7467
15707,梅子,梅仔,muê-á/m̂-á,7471
15708,梅山鄉,梅山鄉,Muî-san-hiong,35215
15709,梅干菜,覆菜,phak-tshài,12640
15710,梅仔坑,梅仔坑,Muê-á-khenn,40167
15711,梅仔餅,梅仔餅,muê-á-piánn/m̂-á-piánn,7472
15712,梅花,梅花,muî-hue,7475
15713,梅毒,疳瘡,kam-tshng,6386
15714,梅毒,梅毒,muî-to̍k,7478
15715,梓官鄉,梓官區,Tsú-kuann-khu,35269
15716,梘尾,梘尾,Kíng-bué/Kíng-bé,40178
15717,條,條,liâu,7488
15718,條,條,tiâu,7489
15719,條,逝,tsuā,7927
15720,條文,條文,tiâu-bûn,54374
15721,條件,條件,tiâu-kiānn,7506
15722,條例,條例,tiâu-lē,53167
15723,條約,條約,tiâu-iok,7513
15724,條理,脈,me̍h,6552
15725,條款,條款,tiâu-khuán,7521
15726,梟雄,奸雄,kan-hiông,2388
15727,梟雄,梟雄,hiau-hiông,7522
15728,梧桐,梧桐,ngôo-tông,7517
15729,梧棲鎮,梧棲區,Gôo-tshe-khu,35122
15730,梨,梨,lâi,7491
15731,梨,梨仔,lâi-á,7502
15732,梨子,梨仔,lâi-á,7502
15733,梨園寮,梨園寮,Lê-hn̂g-liâu,34233
15734,梭子蟹,蠘仔,tshi̍h-á,13048
15735,梯,梯,thui,7492
15736,梯次,梯次,the-tshù,54373
15737,梵文,梵文,Huān-bûn,53691
15738,棄,捒,sak,6018
15739,棄,㧒,hiat,13584
15740,棄耕,拋荒,pha-hng,4096
15741,棄權,棄權,khì-khuân,7529
15742,欲,欲,beh/bueh,7493
15743,欲望,欲望,io̍k-bōng,52787
15744,欲速則不達,緊事寬辦,kín-sū-khuann-pān,10796
15745,殺,刣,thâi,2959
15746,殺,殺,sat,7496
15747,殺一儆百,刣雞教猴,thâi-ke-kà-kâu/thâi-kue-kà-kâu,3026
15748,殺人,殺人,sat-jîn/sat-lîn,51313
15749,殺手,殺手,sat-tshiú,7500
15750,殺生,殺生,sat-sing,7505
15751,殺死,刣死,thâi--sí,2994
15752,殺害,殺害,sat-hāi,7516
15753,殺氣,殺氣,sat-khì,7518
15754,殺頭,刣頭,thâi-thâu,3024
15755,殺頭,鏨頭,tsām-thâu,12957
15756,殺蟲劑,蠓仔水,báng-á-tsuí,13049
15757,殺雞儆猴,刣雞教猴,thâi-ke-kà-kâu/thâi-kue-kà-kâu,3026
15758,毫,厘,lî,4719
15759,毫米,毫米,hô-bí,53692
15760,毫克,毫克,hô-khik,53693
15761,毫無根據,無影無跡,bô-iánn-bô-tsiah,8693
15762,涮,盪,tn̄g,12265
15763,液體,液體,i̍k-thé,53694
15764,涵洞,涵空,âm-khang,7511
15765,涵洞,磅空,pōng-khang,11293
15766,涵管,涵空,âm-khang,7511
15767,涵蓋,涵蓋,hâm-kài,51079
15768,涵養,修養,siu-ióng,5723
15769,涼,冷,líng,2887
15770,涼,涼,liâng,7498
15771,涼亭,亭仔,tîng-á,4686
15772,涼亭,涼亭,liâng-tîng,7512
15773,涼風,涼風,liâng-hong,7514
15774,涼粉,粉粿,hún-kué/hún-ké,6487
15775,涼爽,秋凊,tshiu-tshìn,5353
15776,淋,沃,ak,3295
15777,淋,淋,lâm,7530
15778,淋,灇,tsâng,13124
15779,淋巴腫,牽核仔,khan-ha̍t-á,7625
15780,淋雨,沃雨,ak-hōo,3320
15781,淋雨,淋雨,lâm-hōo,7564
15782,淋病,菜花,tshài-hue,8979
15783,淋溼,沃澹,ak-tâm,3338
15784,淑女,淑女,siok-lí/siok-lú,7541
15785,淒風苦雨,悽慘落魄,tshi-tshám-lo̍k-phik,7296
15786,淒涼,淒涼,tshe-liâng,54377
15787,淘,淘,tô,7531
15788,淘汰,淘汰,tô-thài,50935
15789,淘氣鬼,賤蟲,tsiān-thâng,11506
15790,淚,淚,luī,7532
15791,淚珠,珠淚,tsu-luī,6382
15792,淡,汫,tsiánn,3292
15793,淡化,淡化,tām-huà,53168
15794,淡水,淡水,Tām-tsuí,7546
15795,淡水河,淡水河,Tām-tsuí-hô,38006
15796,淡水鎮,淡水區,Tām-tsuí-khu,35036
15797,淡而無味,無鹹無纖,bô-kiâm-bô-siam,8711
15798,淡薄,淡薄,tām-po̍h,54375
15799,淤血,烏青凝血,oo-tshenn gîng-hueh/oo-tshinn gîng-huih,6288
15800,淨土,西方,se-hong,2848
15801,淨化,淨化,tsīng-huà,50936
15802,淨利,淨利,tsīng-lī,51418
15803,淨香,淨香,tsīng-hiunn,7567
15804,淪陷,淪陷,lûn-hām,7576
15805,淫亂,淫亂,îm-luān,7582
15806,淬火,水,gàn-tsuí,13616
15807,淬鍊,,gàn,13615
15808,淬鍊,鋼,gàn-kǹg,13617
15809,淮山,淮山,huâi-san,7542
15810,深,深,tshim,7533
15811,深入,深入,tshim-ji̍p/tshim-li̍p,50288
15812,深山,內山,lāi-suann,603
15813,深交,深交,tshim-kau,7552
15814,深色,深色,tshim-sik,52028
15815,深坑,深坑,tshim-khenn/tshim-khinn,7556
15816,深坑鄉,深坑區,Tshim-khinn-khu,35044
15817,深沉,深沉,tshim-tîm,53698
15818,深刻,深刻,tshim-khik,7559
15819,深夜,半暝,puànn-mê/puànn-mî,1596
15820,深夜,深夜,tshim-iā,7560
15821,深夜,暝尾,mê-bué/mî-bé,10575
15822,深度,深度,tshim-tōo,7565
15823,深情,深情,tshim-tsîng,54378
15824,深深,深深,tshim-tshim,51151
15825,深淺,深淺,tshim-tshián,7573
15826,深造,深造,tshim-tsō,7575
15827,深綠,金龜綠,kim-ku-li̍k,4669
15828,深遠,深遠,tshim-uán,52788
15829,深層,深層,tshim-tsân,54379
15830,淵源,淵源,ian-guân,53697
15831,混合,混合,hūn-ha̍p,7553
15832,混合,透,thàu,7919
15833,混合,摻,tshàm,10559
15834,混合,摻,tsham,10560
15835,混血兒,雜種仔,tsa̍p-tsíng-á,12755
15836,混血兒,雜種仔囝,tsa̍p-tsíng-á-kiánn,12756
15837,混和,攪,kiáu,13295
15838,混亂,混亂,hūn-luān,7583
15839,混凝土,紅毛塗,âng-mn̂g-thôo,5402
15840,混雜,插雜,tshap-tsa̍p,8427
15841,淹,淹,im,7534
15842,淹水,做大水,tsò-tuā-tsuí/tsuè-tuā-tsuí,6951
15843,淹水,淹水,im-tsuí,7547
15844,淹死,淹死,im--sí,7554
15845,淹死,駐死,tū--sí,11579
15846,淹沒,沕,bi̍t,3298
15847,淺,淺,tshián,7535
15848,淺色,淺色,tshián-sik,7555
15849,淺見,淺見,tshián-kiàn,7558
15850,淺紅色,水紅仔色,tsuí-âng-á-sik,1012
15851,淺眠,淺眠,tshián-bîn,7570
15852,淺笑,文文仔笑,bûn-bûn-á-tshiò,865
15853,淺想,淺想,tshián-siūnn,7584
15854,淺嚐,𠯗一下,tsi̍p--tsi̍t-ē,13492
15855,添,添,thiam,7536
15856,添,添,thinn,7537
15857,添丁,出丁,tshut-ting,1423
15858,添丁,添丁,thiam-ting,7540
15859,添加,加添,ka-thiam,1545
15860,添妝,添粧,thiam-tsng,7579
15861,添油加醋,添話,thinn-uē,7586
15862,添補,補添,póo-thiam,10054
15863,添福壽,添福壽,thiam-hok-siū,7587
15864,清,清,tshing,7538
15865,清,窮,khîng,11279
15866,清心,清心,tshing-sim,7548
15867,清水,清水,tshing-tsuí,7549
15868,清水溪,清水溪,Tshing-tsuí-khe,38031
15869,清水鎮,清水區,Tshing-tsuí-khu,35120
15870,清水巖,清水巖,Tshing-tsuí-giâm,39029
15871,清代,清代,Tshing-tāi,52498
15872,清白,清白,tshing-pi̍k,7551
15873,清秀,秀氣,siù-khì,3381
15874,清秀,清秀,tshing-siù,7557
15875,清秀,清氣相,tshing-khì-siùnn,7569
15876,清明,清明,tshing-bîng/tshinn-miâ,30005
15877,清幽,清幽,tshing-iu,7566
15878,清查,清查,tshing-tsa,51225
15879,清洗,清洗,tshing-sé/tshing-sué,53695
15880,清洗衣服,汰衫,thuā-sann,3322
15881,清香,清芳,tshing-phang,7563
15882,清真寺,清真寺,tshing-tsin-sī,51417
15883,清茶,清茶,tshing-tê,7571
15884,清酒,清酒,tshing-tsiú,7572
15885,清除,消除,siau-tû,6298
15886,清除,消滅,siau-bia̍t,6322
15887,清除,清除,tshing-tû,51862
15888,清掃,清掃,tshing-sàu,53696
15889,清涼,秋凊,tshiu-tshìn,5353
15890,清涼,清涼,tshing-liâng,53169
15891,清淨,清淨,tshing-tsīng,7574
15892,清爽,清心,tshing-sim,7548
15893,清爽,清爽,tshing-sóng,53170
15894,清理,摒,piànn,8438
15895,清理,清理,tshing-lí,51226
15896,清貧,清寒,tshing-hân,7578
15897,清喉嚨,咯,kha̍k,4791
15898,清單,清單,tshing-tuann,7577
15899,清寒,清寒,tshing-hân,7578
15900,清閒,清閒,tshing-îng,7580
15901,清廉,清廉,tshing-liâm,7585
15902,清新,清新,tshing-sin,51314
15903,清楚,明白,bîng-pi̍k,4226
15904,清楚,現現,hiān-hiān,7631
15905,清楚,清楚,tshing-tshó,50095
15906,清運,清運,tshing-ūn,52027
15907,清算,結算,kiat-sǹg,8911
15908,清算,清算,tshing-suàn,52499
15909,清潔,清氣,tshing-khì,7568
15910,清潔,清潔,tshing-kiat,7589
15911,清潔,摒掃,piànn-sàu,8478
15912,清醒,醒,tshénn/tshínn,11986
15913,清醒,清醒,tshing-tshénn/tshing-tshínn,53171
15914,烹飪,煮食,tsú-tsia̍h,8649
15915,烹調,煮,tsú,8591
15916,焐,焐,ù,7592
15917,爽,爽,sóng,7593
15918,爽快,心爽,sim-sóng,1061
15919,爽快,爽快,sóng-khuài,7615
15920,爽身粉,痱仔粉,puì-á-hún,9772
15921,牽,牽,khan,7594
15922,牽亡,牽亡,khan-bông,7603
15923,牽引,牽引,khan-ín,54380
15924,牽手,牽手,khan-tshiú,7605
15925,牽牛,牽牛,khan-gû,7606
15926,牽扯,牽連,khan-liân,7632
15927,牽涉,牽涉,khan-sia̍p,51694
15928,牽罟,牽罟,khan-koo,7627
15929,牽累,拖累,thua-luī,4110
15930,牽連,牽拖,khan-thua,7618
15931,牽連,牽連,khan-liân,7632
15932,牽線,牽線,khan-suànn,7643
15933,牽豬哥,牽豬哥,khan-ti-ko/khan-tu-ko,7644
15934,牽藤,牽藤,khan-tîn,7651
15935,犁,犁,lê,7596
15936,犁田,犁田,lê-tshân,7611
15937,犁頭店,犁頭店,Lê-thâu-tiàm,40168
15938,猛,猛,bíng,7597
15939,猛,猛,mé,7598
15940,猛火,猛火,mé-hué/mé-hé,7607
15941,猛烈,厲害,lī-hāi,10999
15942,猛將,猛將,bíng-tsiòng,7629
15943,猛然,雄雄,hiông-hiông,9299
15944,猛禽,猛禽,bíng-khîm,52500
15945,猛獸,猛獸,bíng-siù,7648
15946,猜,猜,tshai,7599
15947,猜,臆,ioh,12331
15948,猜測,猜想,tshai-sióng,7639
15949,猜想,猜想,tshai-sióng,7639
15950,猜疑,憢疑,giâu-gî,11120
15951,猜謎,謎猜,bī-tshai,12429
15952,猝然,突然,tu̍t-jiân/tu̍t-liân,5365
15953,率直,土人,thóo-lâng,220
15954,率直,坦白,thán-pi̍k,3722
